created_at,data.adjectives_bikes.0,data.adjectives_bikes.1,data.adjectives_bikes.2,data.adjectives_motors.0,data.adjectives_motors.1,data.adjectives_motors.2,data.adjectives_pubs.0,data.adjectives_pubs.1,data.adjectives_pubs.2,data.constraints.0,data.constraints.1,data.constraints.2,data.constraints.3,data.employment_rate,data.equipments.0,data.equipments.1,data.equipments.2,data.equipments.3,data.equipments.4,data.equipments.5,data.equipments.6,data.freq_mod_bike,data.freq_mod_car,data.freq_mod_combined,data.freq_mod_moto,data.freq_mod_pro_inter_car,data.freq_mod_pro_inter_combined,data.freq_mod_pro_inter_plane,data.freq_mod_pro_inter_train,data.freq_mod_pro_local_bike,data.freq_mod_pro_local_car,data.freq_mod_pro_local_combined,data.freq_mod_pro_local_moto,data.freq_mod_pro_local_pub,data.freq_mod_pro_local_train,data.freq_mod_pro_local_walking,data.freq_mod_pro_region_car,data.freq_mod_pro_region_combined,data.freq_mod_pro_region_moto,data.freq_mod_pro_region_plane,data.freq_mod_pro_region_pub,data.freq_mod_pro_region_train,data.freq_mod_pub,data.freq_mod_train,data.freq_mod_walking,data.freq_trav_pro_inter,data.freq_trav_pro_local,data.freq_trav_pro_region,data.importance_comfort,data.importance_cost,data.importance_env,data.importance_flex,data.importance_most,data.importance_rel,data.importance_time,data.needs_bike,data.needs_car,data.needs_moto,data.needs_pub,data.needs_train,data.needs_walking,data.trav_pro.0,data.trav_pro.1,data.trav_pro.2,data.travel_time,typo.reco.reco_dt2.0,typo.reco.reco_dt2.1,updated_at
2025-03-17T14:02:42.782074,expensive,ecological,healthy,expensive,polluting,autonomous,ecological,congested,practical,,,,,100,bike,upt_subs,train_subs,car_driver,,,,0,0,FALSE,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,5,0,0,0,1,0,2,3,3,3,2,3,5,4,1,1,4,2,3,,,,40,tpu,vae,2025-03-17T14:20:05.853440
2025-03-17T14:08:49.658823,unpleasant,bad_weather,dangerous,fast,practical,polluting,expensive,ecological,safe,,,,,100,train_subs,upt_subs,car_driver,,,,,0,0,TRUE,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,TRUE,0,0,3,3,1,1,0,0,0,3,3,4,3,4,4,4,5,1,4,1,3,3,3,,,,45,inter,tpu,2025-03-18T09:55:22.314552
2025-03-17T14:10:47.627477,,,,,,,,,,,,,,100,,,,,,,,0,0,FALSE,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,0,,,2025-03-17T14:10:49.143176
2025-03-17T15:21:25.620376,practical,ecological,autonomous,dangerous,polluting,tiring,ecological,safe,practical,dependent,,,,80,train_subs,upt_subs,eab,,,,,0,0,TRUE,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,2,2,0,0,2,1,3,3,5,4,1,5,5,3,1,2,5,5,1,,,,50,tpu,elec,2025-03-17T15:34:45.702497
2025-03-17T15:44:26.283238,dangerous,unpleasant,healthy,polluting,reliable,autonomous,slow,impractical,congested,heavy,dependent,,,100,car_driver,upt_subs,car_passenger,,,,,2,5,FALSE,0,2,TRUE,2,1,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,2,1,1,5,4,2,3,5,5,5,3,5,2,1,1,1,,,,30,covoit,elec,2025-03-17T15:50:41.192705
2025-03-18T07:53:04.810572,autonomous,healthy,reliable,expensive,polluting,congested,ecological,safe,,dependent,,,,80,bike,eab,,,,,,4,0,FALSE,0,0,FALSE,0,0,0,0,TRUE,0,2,5,5,0,FALSE,0,0,0,0,0,1,2,0,5,0,1,4,3,5,1,5,5,5,1,1,4,1,1,,,,20,vae,elec,2025-03-18T08:01:17.055689
2025-03-18T10:14:26.270481,,,,,,,,,,dependent,,,,100,bike,,,,,,,0,0,FALSE,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,35,,,2025-03-18T10:16:01.344954
2025-03-18T10:20:53.585816,fast,practical,pleasant,impractical,fast,constraining,practical,cheap,reliable,,,,,100,eab,upt_subs,,,,,,0,0,FALSE,0,0,TRUE,1,1,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,1,0,0,1,0,0,3,3,3,3,1,4,4,5,3,1,5,1,1,,,,25,velo,vae,2025-03-18T19:21:08.653311
2025-03-18T10:41:20.159186,,,,,,,,,,,,,,100,,,,,,,,0,0,FALSE,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,0,,,2025-03-18T10:43:28.347711
2025-03-18T17:00:36.907651,ecological,relax,healthy,expensive,polluting,constraining,practical,ecological,reliable,,,,,80,bike,eab,upt_subs,train_subs,car_driver,,,3,1,TRUE,0,0,FALSE,0,2,5,2,TRUE,0,10,10,5,0,TRUE,0,0,4,4,3,2,2,2,6,3,5,3,5,4,5,4,2,5,3,1,5,5,3,,,,90,inter,covoit,2025-03-18T17:07:04.700361
2025-03-19T09:20:11.346761,practical,ecological,healthy,polluting,dangerous,tiring,fast,expensive,ecological,,,,,0,bike,upt_subs,train_subs,mob_subs,,,,1,0,TRUE,0,0,FALSE,0,0,5,0,TRUE,0,5,5,0,0,TRUE,0,0,5,5,1,1,0,0,5,5,4,4,5,4,5,4,2,5,1,1,5,1,5,,,,70,tpu,train,2025-03-19T09:27:39.315236
2025-03-19T12:16:35.213084,fast,cheap,practical,,,,,,,dependent,heavy,night,disabled,100,train_subs,,,,,,,0,2,TRUE,0,5,FALSE,10,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,0,5,0,10,0,0,1,3,1,3,1,3,1,3,5,5,5,5,1,,,,0,inter,elec,2025-03-19T13:06:14.269147
2025-03-19T13:29:41.705210,,,,,,,,,,,,,,100,upt_subs,,,,,,,0,0,FALSE,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,5,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,25,,,2025-03-19T13:34:44.272437
2025-03-19T16:26:39.641601,fast,cheap,practical,polluting,dangerous,fast,fast,ecological,safe,heavy,,,,100,bike,,,,,,,5,0,FALSE,0,0,FALSE,1,1,7,0,FALSE,0,7,0,0,0,FALSE,0,0,0,0,2,0,5,1,4,1,1,2,2,4,3,1,4,5,1,1,4,1,4,,,,25,tpu,elec,2025-03-19T16:33:14.358349
2025-03-19T16:33:25.800030,,,,,,,,,,,,,,100,,,,,,,,0,0,FALSE,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,0,,,2025-03-19T16:33:25.800041
2025-03-19T17:36:13.270203,cheap,practical,healthy,expensive,congested,pleasant,fast,relax,reliable,,,,,100,eab,upt_subs,train_subs,,,,,3,0,FALSE,0,0,FALSE,0,0,3,0,FALSE,0,3,1,3,0,FALSE,0,0,5,5,3,0,3,0,5,5,3,3,4,3,4,5,4,4,1,1,5,5,3,,,,80,tpu,inter,2025-03-19T17:42:43.296516
2025-03-19T17:59:24.960346,fast,practical,relax,polluting,pleasant,congested,slow,ecological,constraining,dependent,,,,100,bike,train_subs,,,,,,5,0,TRUE,0,0,FALSE,0,2,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,2,1,3,2,2,0,1,1,1,4,5,4,4,5,1,1,3,3,4,,,,15,,,2025-04-03T07:50:14.997799
2025-03-20T08:06:14.519837,pleasant,constraining,tiring,healthy,,,relax,impractical,,heavy,,,,100,train_subs,,,,,,,2,5,TRUE,0,10,FALSE,25,0,5,15,TRUE,1,0,0,0,5,TRUE,10,0,10,0,0,0,4,6,6,15,5,4,1,5,1,1,5,1,4,5,3,1,4,,,,15,elec,covoit,2025-03-20T08:49:50.429177
2025-03-20T08:41:51.403950,autonomous,tiring,unpleasant,slow,expensive,tiring,,,,dependent,,,,100,bike,,,,,,,2,2,TRUE,2,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,2,2,3,0,2,0,1,3,5,3,1,3,1,3,3,4,4,4,5,,,,20,,,2025-05-16T09:51:03.510519
2025-03-20T08:49:55.879023,slow,polluting,safe,fast,cheap,,slow,healthy,tiring,night,,,,100,upt_subs,train_subs,mob_subs,eab,moto,car_driver,car_passenger,5,7,FALSE,5,0,FALSE,5,0,5,5,TRUE,1,5,0,5,0,FALSE,0,25,10,0,2,0,4,30,15,6,1,5,1,3,4,1,1,4,5,1,1,1,4,,,,15,covoit,elec,2025-03-20T08:52:20.197025
2025-03-20T11:01:02.109401,,,,,,,,,,,,,,100,car_driver,bike,,,,,,0,3,FALSE,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,2,0,0,0,0,0,3,3,5,4,3,2,4,2,4,4,3,2,2,,,,30,covoit,elec,2025-03-20T14:46:01.774057
2025-03-24T09:38:08.919486,cheap,fast,practical,polluting,impractical,slow,fast,cheap,practical,,,,,100,mob_subs,car_driver,ebike,,,,,0,3,FALSE,0,0,FALSE,10,0,0,0,FALSE,0,0,0,0,0,FALSE,0,5,0,0,0,0,0,11,3,2,4,4,4,3,4,3,3,4,1,4,4,4,1,,,,15,vae,covoit,2025-03-27T10:05:51.899603
2025-03-25T09:18:02.425214,practical,autonomous,reliable,,,,safe,practical,reliable,,,,,100,bike,,,,,,,5,0,FALSE,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,1,3,1,3,4,1,3,2,4,1,1,3,1,1,,,,25,vae,inter,2025-03-25T09:22:26.952002
2025-03-25T10:34:19.976531,,,,,,,,,,,,,,100,,,,,,,,0,0,FALSE,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,0,,,2025-03-25T10:34:36.667591
2025-03-26T14:30:59.309808,healthy,reliable,relax,polluting,dangerous,congested,ecological,practical,expensive,,,,,100,bike,car_driver,,,,,,0,4,FALSE,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,1,0,0,0,0,0,3,3,5,3,4,4,4,4,3,1,4,3,2,,,,30,tpu,inter,2025-03-28T09:49:42.592766
2025-03-26T16:58:43.285455,,,,,,,,,,,,,,100,,,,,,,,0,0,FALSE,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,0,,,2025-03-26T16:58:45.885728
2025-03-26T17:15:04.960259,,,,,,,,,,,,,,100,,,,,,,,0,0,FALSE,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,0,,,2025-03-26T19:08:30.232617
2025-03-26T19:08:56.662811,slow,cheap,practical,cheap,practical,ecological,slow,impractical,polluting,dependent,,,,100,ebike,upt_subs,train_subs,,,,,5,0,FALSE,0,0,FALSE,0,0,0,20,FALSE,10,0,17,0,0,FALSE,0,0,0,0,5,5,5,0,0,0,1,5,1,5,1,5,5,5,1,1,1,1,1,local,,,5,elec,covoit,2025-04-07T20:04:49.189068
2025-03-26T20:00:18.542728,reliable,bad_weather,constraining,,,,reliable,dangerous,,disabled,,,,90,moto,,,,,,,0,0,FALSE,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,0,2,0,0,0,0,1,1,1,5,1,1,1,1,1,1,1,4,1,,,,5,covoit,elec,2025-03-26T20:02:14.413123
2025-03-27T08:51:42.470122,fast,cheap,ecological,expensive,polluting,congested,fast,ecological,practical,dependent,,,,80,bike,,,,,,,0,0,TRUE,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,4,0,4,0,0,0,3,2,5,5,3,4,4,5,4,4,5,1,1,,,,30,vae,elec,2025-03-27T09:16:03.097253
2025-03-27T09:18:59.261680,pleasant,autonomous,ecological,expensive,polluting,constraining,pleasant,reliable,safe,disabled,,,,80,upt_subs,train_subs,mob_subs,,,,,0,0,TRUE,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,3,1,4,0,0,0,3,4,5,3,3,4,4,4,3,3,5,1,1,,,,45,inter,covoit,2025-03-27T09:22:08.716133
2025-03-27T10:05:55.682334,slow,expensive,impractical,slow,expensive,impractical,fast,cheap,practical,,,,,100,car_driver,mob_subs,,,,,,0,3,FALSE,0,0,FALSE,5,0,0,10,FALSE,5,0,0,0,0,FALSE,5,0,5,0,0,0,0,5,10,5,4,4,4,4,4,4,4,1,4,4,5,3,3,,,,20,tpu,vae,2025-03-27T10:15:39.273018
2025-03-27T16:48:01.777506,cheap,practical,ecological,dangerous,tiring,congested,impractical,autonomous,relax,heavy,,,,100,car_driver,moto,,,,,,0,5,FALSE,5,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,8,0,0,0,0,0,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,region,,,0,elec,covoit,2025-04-02T12:52:19.595353
2025-03-28T09:50:13.498023,healthy,pleasant,ecological,tiring,congested,polluting,relax,safe,practical,night,,,,100,bike,car_driver,,,,,,0,3,FALSE,0,1,FALSE,1,1,1,2,FALSE,0,1,0,0,2,FALSE,0,0,0,2,0,2,0,,,,2,3,5,4,4,3,4,4,2,2,4,4,1,region,local,inter,60,train,tpu,2025-04-01T07:50:55.257376
2025-04-01T07:51:06.499131,,,,,,,,,,,,,,100,bike,car_driver,,,,,,0,3,FALSE,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,2,0,0,,,,5,2,5,3,3,4,4,4,3,2,3,4,1,,,,0,elec,covoit,2025-04-01T07:52:51.941857
2025-04-01T08:01:32.640777,,,,,,,,,,,,,,100,,,,,,,,0,0,FALSE,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,0,covoit,elec,2025-04-01T08:02:12.074981
2025-04-01T08:04:38.277092,fast,cheap,practical,dangerous,tiring,congested,ecological,relax,pleasant,,,,,100,bike,train_subs,car_driver,,,,,3,0,FALSE,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,2,5,0,0,0,,,,5,5,5,1,5,5,5,5,1,1,2,5,5,region,,,15,velo,vae,2025-04-01T08:19:04.039064
2025-04-01T09:03:56.116099,,,,,,,,,,,,,,100,,,,,,,,0,0,FALSE,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,20,inter,covoit,2025-04-01T09:12:38.931564
2025-04-01T09:04:21.812746,healthy,autonomous,fast,slow,expensive,impractical,fast,practical,autonomous,dependent,,,,100,train_subs,,,,,,,0,0,TRUE,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,4,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,10,train,velo,2025-04-14T13:42:26.059110
2025-04-01T11:49:11.151537,,,,,,,,,,,,,,100,,,,,,,,0,0,FALSE,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,0,,,2025-04-01T11:49:13.420182
2025-04-02T09:12:52.720384,,,,,,,,,,night,disabled,,,100,car_driver,moto,,,,,,0,4,FALSE,2,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,30,covoit,elec,2025-04-14T15:54:18.744820
2025-04-07T12:36:25.333856,,,,,,,,,,,,,,100,,,,,,,,0,0,FALSE,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,0,,,2025-04-07T12:36:25.333863
2025-04-14T12:41:55.421354,,,,,,,,,,night,,,,100,car_driver,,,,,,,0,0,FALSE,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,0,0,3,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,0,,,2025-04-14T13:18:04.118424
2025-04-14T13:26:10.422985,,,,,,,,,,,,,,100,mob_subs,moto,,,,,,0,0,FALSE,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,5,5,5,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,40,train,covoit,2025-04-14T13:43:13.821491
2025-04-14T14:33:33.968344,,,,,,,,,,,,,,100,bike,,,,,,,5,0,FALSE,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,45,train,covoit,2025-04-14T14:39:19.105300
2025-04-15T07:30:18.958718,pleasant,healthy,fast,polluting,dangerous,autonomous,cheap,practical,slow,,,,,80,bike,upt_subs,moto,,,,,0,0,FALSE,4,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,,,,2,5,5,5,4,3,4,3,3,4,4,2,1,,,,35,inter,covoit,2025-04-15T13:44:17.625633
2025-04-15T15:23:41.968848,slow,tiring,bad_weather,constraining,pleasant,cheap,fast,unpleasant,,,,,,100,train_subs,ebike,,,,,,3,0,TRUE,0,0,FALSE,0,0,15,0,FALSE,0,5,5,10,0,FALSE,0,0,0,0,4,3,2,,,,5,5,4,4,3,4,4,3,5,4,4,5,2,local,,,25,elec,covoit,2025-04-15T15:26:58.797976
2025-05-05T12:20:05.535738,healthy,practical,fast,polluting,autonomous,practical,congested,constraining,cheap,heavy,,,,100,bike,,,,,,,4,0,FALSE,0,1,TRUE,1,1,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,1,0,0,,,,2,3,3,3,4,4,4,5,1,4,5,1,1,inter,,,25,tpu,train,2025-05-19T06:17:42.834997
2025-05-08T08:35:44.248809,,,,,,,,,,,,,,100,,,,,,,,0,0,FALSE,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,inter,,,5,,,2025-05-08T08:37:03.933169
2025-05-19T07:57:05.770857,,,,,,,,,,,,,,100,,,,,,,,0,0,FALSE,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,5,,,2025-05-19T07:57:05.770862